origin,lien,s_human,p_human,o_human,p_category,separation,s_original,p_original,o_original
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/052008355/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/052008355/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Gaspar de Crayer et la corporation des poissonniers de Bruxelles  : [Conférence ... 23 mars 1941  / Henry Carton de Wiart  / par Pierre Bautier] / Bruxelles : M.B.A. , [n.d.]"" .",METADONNEES,,http://www.sudoc.fr/052008355/id,http://purl.org/dc/terms/bibliographicCitation,"""Gaspar de Crayer et la corporation des poissonniers de Bruxelles  : [Conf\u00E9rence ... 23 mars 1941  / Henry Carton de Wiart  / par Pierre Bautier] / Bruxelles : M.B.A. , [n.d.]"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/12225967X/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/12225967X/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Pourquoi et comment défendre nos Paysages  [Texte imprimé]  / H. Carton de Wiart / Bruxelles : [s.n.] , 1905"" .",METADONNEES,,http://www.sudoc.fr/12225967X/id,http://purl.org/dc/terms/bibliographicCitation,"""Pourquoi et comment d\u00E9fendre nos Paysages  [Texte imprim\u00E9]  / H. Carton de Wiart / Bruxelles : [s.n.] , 1905"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/101683472/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/101683472/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Terres de débat  [Texte imprimé]  / [Henry Carton de Wiart] / Bruxelles : Renaissance du livre , 1941"" .",METADONNEES,,http://www.sudoc.fr/101683472/id,http://purl.org/dc/terms/bibliographicCitation,"""Terres de d\u00E9bat  [Texte imprim\u00E9]  / [Henry Carton de Wiart] / Bruxelles : Renaissance du livre , 1941"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/099504189/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/099504189/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La Politique de l'honneur  [Texte imprimé]  : l'agression, l'armée, les populations, les raisons profondes de la résistance, spectacles et enseignements de la guerre  / [Henry Carton de Wiart] / Paris : Bloud et Gay , 1917"" .",METADONNEES,,http://www.sudoc.fr/099504189/id,http://purl.org/dc/terms/bibliographicCitation,"""La Politique de l'honneur  [Texte imprim\u00E9]  : l'agression, l'arm\u00E9e, les populations, les raisons profondes de la r\u00E9sistance, spectacles et enseignements de la guerre  / [Henry Carton de Wiart] / Paris : Bloud et Gay , 1917"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/063154188/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/063154188/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La cité ardente / Paris : [s.n.] , 1915"" .",METADONNEES,,http://www.sudoc.fr/063154188/id,http://purl.org/dc/terms/bibliographicCitation,"""La cit\u00E9 ardente / Paris : [s.n.] , 1915"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/099504243/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/099504243/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Le Droit à la joie...  [Texte imprimé]  : parmi les idées et les lettres, parmi les paysages  / Henry Carton de Wiart / Paris : Perrin et Cie , 1922"" .",METADONNEES,,http://www.sudoc.fr/099504243/id,http://purl.org/dc/terms/bibliographicCitation,"""Le Droit \u00E0 la joie...  [Texte imprim\u00E9]  : parmi les id\u00E9es et les lettres, parmi les paysages  / Henry Carton de Wiart / Paris : Perrin et Cie , 1922"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/12602278X/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/12602278X/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Réception solennelle à l'Hôtel de Ville de Paris de M. Carton de Wiart ... le 20 décembre 1914  [Texte imprimé]  / Henry Carton de Wiart / [Paris] : Impr. municipale Hôtel de ville , 1915"" .",METADONNEES,,http://www.sudoc.fr/12602278X/id,http://purl.org/dc/terms/bibliographicCitation,"""R\u00E9ception solennelle \u00E0 l'H\u00F4tel de Ville de Paris de M. Carton de Wiart ... le 20 d\u00E9cembre 1914  [Texte imprim\u00E9]  / Henry Carton de Wiart / [Paris] : Impr. municipale H\u00F4tel de ville , 1915"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/131106511/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/131106511/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Mes vacances au Brésil  [Texte imprimé]  / Comte Carton de Wiart  ; Dessins au trait de N. V. Cambier / Bruges : impr.-éditeurs Desclée, De Brouwer et Cie , 1928"" .",METADONNEES,,http://www.sudoc.fr/131106511/id,http://purl.org/dc/terms/bibliographicCitation,"""Mes vacances au Br\u00E9sil  [Texte imprim\u00E9]  / Comte Carton de Wiart  ; Dessins au trait de N. V. Cambier / Bruges : impr.-\u00E9diteurs Descl\u00E9e, De Brouwer et Cie , 1928"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/066376505/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/066376505/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Réception de l'Académie royale de langue et de littérature françaises de Belgique, 23 novembre 1937  [Texte imprimé]  / [Discours de M. Gabriel Hanotaux, M. le comte Carton de Wiart, M. Émile Mâle et M. Lucien-Paul Thomas]  ; Institut de France, Académie française / Paris : Institut de France , 1937"" .",METADONNEES,,http://www.sudoc.fr/066376505/id,http://purl.org/dc/terms/bibliographicCitation,"""R\u00E9ception de l'Acad\u00E9mie royale de langue et de litt\u00E9rature fran\u00E7aises de Belgique, 23 novembre 1937  [Texte imprim\u00E9]  / [Discours de M. Gabriel Hanotaux, M. le comte Carton de Wiart, M. \u00C9mile M\u00E2le et M. Lucien-Paul Thomas]  ; Institut de France, Acad\u00E9mie fran\u00E7aise / Paris : Institut de France , 1937"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/08714395X/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/08714395X/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La Belgique boulevard du droit  / Henry Carton de Wiart,... / Paris : Bloud et Gay , 1916"" .",METADONNEES,,http://www.sudoc.fr/08714395X/id,http://purl.org/dc/terms/bibliographicCitation,"""La Belgique boulevard du droit  / Henry Carton de Wiart,... / Paris : Bloud et Gay , 1916"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/045930759/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/045930759/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Nény et la vie belge au 18e siècle  [Texte imprimé]  / H. Carton de Wiart / Bruxelles : Office de publicité , 1943"" .",METADONNEES,,http://www.sudoc.fr/045930759/id,http://purl.org/dc/terms/bibliographicCitation,"""N\u00E9ny et la vie belge au 18e si\u00E8cle  [Texte imprim\u00E9]  / H. Carton de Wiart / Bruxelles : Office de publicit\u00E9 , 1943"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/096446803/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/096446803/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Hommage de la Belgique aux américains. Discours de M.H. Carton de Wiart... Prononcé à l'American Club de Paris, le 22 février 1915  ;  Texte complet du discours de Monsieur Viviani, prononcé à la réouverture du Parlement français à Paris, le 23 décembre 1914  / Henry Carton de Wiart / S.l. : s.n. , s.d."" .",METADONNEES,,http://www.sudoc.fr/096446803/id,http://purl.org/dc/terms/bibliographicCitation,"""Hommage de la Belgique aux am\u00E9ricains. Discours de M.H. Carton de Wiart... Prononc\u00E9 \u00E0 l'American Club de Paris, le 22 f\u00E9vrier 1915  ;  Texte complet du discours de Monsieur Viviani, prononc\u00E9 \u00E0 la r\u00E9ouverture du Parlement fran\u00E7ais \u00E0 Paris, le 23 d\u00E9cembre 1914  / Henry Carton de Wiart / S.l. : s.n. , s.d."" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/096446862/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/096446862/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""The Way of honor  / H. Carton de Wiart / London : G. Allen and Unwin , s.d."" .",METADONNEES,,http://www.sudoc.fr/096446862/id,http://purl.org/dc/terms/bibliographicCitation,"""The Way of honor  / H. Carton de Wiart / London : G. Allen and Unwin , s.d."" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/089233034/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/089233034/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Ehrentag der belgischen fahne - feierlicher Empfang auf dem Rathaus der Stadt Paris des Herrn Carton de Wiart, Vizeproaesidenten des Ministerrats des kÃ¶nigreichs Belgien sowie der zÇ Paris anwesenden Belgischen Stadtraete. 20 dezember 1914  / H. Carton de Wiart / [S.l. : s.n. , s.d.]"" .",METADONNEES,,http://www.sudoc.fr/089233034/id,http://purl.org/dc/terms/bibliographicCitation,"""Ehrentag der belgischen fahne - feierlicher Empfang auf dem Rathaus der Stadt Paris des Herrn Carton de Wiart, Vizeproaesidenten des Ministerrats des k\u00C3\u00B6nigreichs Belgien sowie der z\u00C7\u0094 Paris anwesenden Belgischen Stadtraete. 20 dezember 1914  / H. Carton de Wiart / [S.l. : s.n. , s.d.]"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/087143992/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/087143992/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Le bon combat  [Texte imprimé]  / H. Carton de Wiart  ; publié par Pierre Nothomb / Bruxelles : G. Mertens , 1913"" .",METADONNEES,,http://www.sudoc.fr/087143992/id,http://purl.org/dc/terms/bibliographicCitation,"""Le bon combat  [Texte imprim\u00E9]  / H. Carton de Wiart  ; publi\u00E9 par Pierre Nothomb / Bruxelles : G. Mertens , 1913"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/103622292/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/103622292/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La Belgique  / [Henry Carton De Wiart]  ; Illustrations de Job / Bruxelles : Dewit , 1928"" .",METADONNEES,,http://www.sudoc.fr/103622292/id,http://purl.org/dc/terms/bibliographicCitation,"""La Belgique  / [Henry Carton De Wiart]  ; Illustrations de Job / Bruxelles : Dewit , 1928"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/087143976/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/087143976/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La Belgique en Terre d'asile  / par Henry Carton de Wiart,... / Paris : Bloud et Gay, éditeurs , 1915"" .",METADONNEES,,http://www.sudoc.fr/087143976/id,http://purl.org/dc/terms/bibliographicCitation,"""La Belgique en Terre d'asile  / par Henry Carton de Wiart,... / Paris : Bloud et Gay, \u00E9diteurs , 1915"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/045861412/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/045861412/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La vie et les voyages d'un ouvrier foulon du pays de Verviers au XVIIIe siècle d'après un manuscrit inédit  [Texte imprimé]  / par H. Carton de Wiart,... / Bruxelles : M. Lamertin , 1921"" .",METADONNEES,,http://www.sudoc.fr/045861412/id,http://purl.org/dc/terms/bibliographicCitation,"""La vie et les voyages d'un ouvrier foulon du pays de Verviers au XVIIIe si\u00E8cle d'apr\u00E8s un manuscrit in\u00E9dit  [Texte imprim\u00E9]  / par H. Carton de Wiart,... / Bruxelles : M. Lamertin , 1921"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/096446811/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/096446811/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""Les leçons morales de la guerre / . 9e mille / Chalon-sur-Saône : imp. du ""Courrier , (s.d.)"" .",METADONNEES,,http://www.sudoc.fr/096446811/id,http://purl.org/dc/terms/bibliographicCitation,"""Les le\u00E7ons morales de la guerre / . 9e mille / Chalon-sur-Sa\u00F4ne : imp. du \""Courrier , (s.d.)"" ."
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,est un,Document,CATEGORISATION,,http://www.sudoc.fr/045861617/id,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Document
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,auteur,Henry Carton de Wiart,PRODUCTION,,http://www.sudoc.fr/045861617/id,http://id.loc.gov/vocabulary/relators/aut,http://www.idref.fr/028885449/id
idref-sudoc,https://www.idref.fr/028885449,Henry Carton de Wiart,citation bibliographique,"""La candidature de Philippe d'Orléans à la souveraineté des provinces belgiques en 1789 et 1790 d'après des documents inédits  [Texte imprimé]  / par le cte Carton de Wiart / Bruxelles : M. Lamertin , 1924"" .",METADONNEES,,http://www.sudoc.fr/045861617/id,http://purl.org/dc/terms/bibliographicCitation,"""La candidature de Philippe d'Orl\u00E9ans \u00E0 la souverainet\u00E9 des provinces belgiques en 1789 et 1790 d'apr\u00E8s des documents in\u00E9dits  [Texte imprim\u00E9]  / par le cte Carton de Wiart / Bruxelles : M. Lamertin , 1924"" ."
